!gaf-version: 2.2
!generated-by: Yusheng Yang
!date-generated: 2025-09-09
!URL: https://www.pombase.org/monthly_releases/2025/pombase-2025-08-01/ontologies_and_associations/human_disease_association.tsv
!contact: yangyusheng@nibs.ac.cn
Pombase	SPAC1002.03c	gls2		MONDO:0010916	PB_REF:0000006			MONDO	polycystic kidney disease 3 with or without polycystic liver disease		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.05c	jmj2		MONDO:0970951	PB_REF:0000006			MONDO	El Hayek-Chahrour neurodevelopmental disorder		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.05c	jmj2		MONDO:0020850	PB_REF:0000006			MONDO	intellectual disability, autosomal recessive 65		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.05c	jmj2		MONDO:0010767	PB_REF:0000006			MONDO	spermatogenic failure, Y-linked, 2		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.05c	jmj2		MONDO:0010355	PB_REF:0000006			MONDO	syndromic X-linked intellectual disability Claes-Jensen type		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.09c	dld1		MONDO:0004736	PB_REF:0000003			MONDO	inborn disorder of amino acid metabolism		protein	taxon:4896	20160105	PomBase		
Pombase	SPAC1002.09c	dld1		MONDO:0000688	PB_REF:0000003			MONDO	inborn organic aciduria		protein	taxon:4896	20160105	PomBase		
Pombase	SPAC1002.09c	dld1		MONDO:0009563	PB_REF:0000003			MONDO	maple syrup urine disease		protein	taxon:4896	20160105	PomBase		
Pombase	SPAC1002.09c	dld1		MONDO:0000440	PB_REF:0000003			MONDO	metabolic acidosis		protein	taxon:4896	20060725	PomBase		
Pombase	SPAC1002.09c	dld1		MONDO:0005066	PB_REF:0000003			MONDO	metabolic disease		protein	taxon:4896	20160105	PomBase		
Pombase	SPAC1002.09c	dld1		MONDO:0009529	PB_REF:0000006			MONDO	pyruvate dehydrogenase E3 deficiency		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.11	gaa1		MONDO:0060627	PB_REF:0000006			MONDO	glycosylphosphatidylinositol biosynthesis defect 15		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.12c	ssd1		MONDO:0010083	PB_REF:0000006			MONDO	succinic semialdehyde dehydrogenase deficiency		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.16c	tna1		MONDO:0011568	PB_REF:0000006			MONDO	autosomal dominant nonsyndromic hearing loss 25		protein	taxon:4896	20250901	PomBase		
Pombase	SPAC1002.16c	tna1		MONDO:0010027	PB_REF:0000006			MONDO	free sialic acid storage disease, infantile form		protein	taxon:4896	20250901	PomBase		
